tract,Neighborhood,City,State,Teenage Birth Rate,Race
6075033204,Lakeshore, San Francisco, CA,0.009,White
6075030202,Inner Sunset, San Francisco, CA,0.0073,White
6075031000,West of Twin Peaks, San Francisco, CA,0.0057,White
6075042800,Outer Richmond, San Francisco, CA,0.0046,White
6075047901,Outer Richmond, San Francisco, CA,0.0029,White
6075012902,Cow Hollow, San Francisco, CA,0.0014,White
6075040200,Inner Richmond, San Francisco, CA,0.0008,White
6075010100,North Beach, San Francisco, CA,0,White
6075016700,Lower Haight, San Francisco, CA,0,White
6075030201,Inner Sunset, San Francisco, CA,0,White
6075030102,Inner Sunset, San Francisco, CA,0,White
6075030600,Forest Hill Extension, San Francisco, CA,0,White
6075022901,Mission District, San Francisco, CA,0,White
6075010900,Russian Hill, San Francisco, CA,0,White
6075025100,Bernal Heights, San Francisco, CA,0,White
6075026100,Balboa Park, San Francisco, CA,0,White
6075035300,Sunset District, San Francisco, CA,0,White
6075013000,Cow Hollow, San Francisco, CA,0,White
6075031201,Ingleside, San Francisco, CA,0,White
6075033100,Lakeshore, San Francisco, CA,0,White
6075033203,Lakeshore, San Francisco, CA,0,White
6075031100,Outer Mission, San Francisco, CA,0,White
6075022704,Potrero Hill, San Francisco, CA,0,White
6075060400,Lakeshore, San Francisco, CA,0,White
6075032902,Sunset District, San Francisco, CA,0,White
6075015400,Laurel Heights, San Francisco, CA,0,White
